symbol	old_symbol
AEN	ISG20L1
AFAP1	AFAP-110
AFAP1	AFAP
AFAP1-AS1	MGC10981
AFAP1-AS1	AFAP1AS
AFAP1-AS1	AFAP1-AS
AFAP1L1	FLJ36748
AFAP1L2	FLJ14564
AFAP1L2	Em:AC005383.4
AFAP1L2	XB130
AFAP1L2	KIAA1914
AFDN	AF-6
AFDN	AF6
AFDN	MLLT4
AFDN-DT	HGC6.4
AFDN-DT	dJ431P23.3
AFDN-DT	C6orf124
AFDN-DT	MLLT4-AS1
AFDN-DT	AFDN-AS1
AFF1	AF-4
AFF1	AF4
AFF1	PBM1
AFF1	MLLT2
AFF1-AS1	
AFF2	FRAXE
AFF2	FMR2
AFF2-IT1	
AFF3	MLLT2-like
AFF3	LAF4
AFF4	AF5Q31
AFF4	MCEF
AFF4-DT	
AFG1L	AFG1
AFG1L	LACE1
AFG3L1P	AFG3
AFG3L1P	AFG3L1
AFG3L2	SPAX5
AFG3L2	SCA28
AFG3L2P1	AFG3L2P
AFM	ALB2
AFM	ALBA
AFMID	DKFZp686F03259
AFMID	KF
AFP	FETA
AFP	HPAFP
AFTPH	MGC33965
AFTPH	FLJ20080
AFTPH	FLJ23793
AFTPH	Nbla10388
AFTPH-DT	
AGA	ASRG
AGAP1	KIAA1099
AGAP1	GGAP1
AGAP1	CENTG2
AGAP1-IT1	
AGAP10P	bA358L16.1
AGAP10P	bA144G6.2
AGAP10P	AGAP10
AGAP10P	CTGLF7
AGAP10P	CTGLF10P
AGAP11	KIAA1975
AGAP12P	bA164N7.2
AGAP12P	CTGLF12P
AGAP13P	bA548K23.1
AGAP13P	CTGLF9P
AGAP14P	bA145E20.1
AGAP14P	CTGLF11P
AGAP14P	AGAP14
AGAP2	CENTG1
AGAP2-AS1	LOC100130776
AGAP2-AS1	PUNISHER
AGAP3	CENTG3
AGAP4	Em:AC012044.1
AGAP4	MRIP2
AGAP4	CTGLF1
AGAP4	AGAP8
AGAP4	CTGLF5
AGAP5	Em:AC073389.1
AGAP5	CTGLF2
AGAP6	bA324H6.1
AGAP6	CTGLF3
AGAP7P	bA109G10.1
AGAP7P	CTGLF4
AGAP7P	AGAP7
AGAP9	bA301J7.2
AGAP9	FLJ00312
AGAP9	CTGLF6
AGBL1	FLJ32310
AGBL1	CCP4
AGBL1-AS1	
AGBL2	FLJ23598
AGBL2	CCP2
AGBL3	MGC32955
AGBL3	CCP3
AGBL4	FLJ14442
AGBL4	CCP6
AGBL4-AS1	
AGBL4-IT1	
AGBL5	FLJ21839
AGBL5	CCP5
AGBL5-AS1	
AGBL5-IT1	
AGER	RAGE
AGER	SCARJ1
AGFG1	RIP
AGFG1	RAB
AGFG1	HRB
AGFG2	RABR
AGFG2	HRBL
AGGF1	VG5Q
AGGF1	HSU84971
AGGF1	FLJ10283
AGGF1	GPATC7
AGGF1	GPATCH7
AGGF1P1	
AGGF1P10	
AGGF1P2	
AGGF1P3	
AGGF1P4	
AGGF1P5	
AGGF1P6	
AGGF1P7	
AGGF1P8	
AGGF1P9	
AGK	FLJ10842
AGK	MULK
AGK-DT	
AGKP1	AGKY1
AGKP2	
AGL	
AGMAT	FLJ23384
AGMO	FLJ16237
AGMO	TMEM195
AGO1	hAGO1
AGO1	EIF2C1
AGO2	hAGO2
AGO2	Q10
AGO2	LINC00980
AGO2	EIF2C2
AGO2	CASC7
AGO3	hAGO3
AGO3	FLJ12765
AGO3	EIF2C3
AGO4	hAGO4
AGO4	KIAA1567
AGO4	FLJ20033
AGO4	EIF2C4
AGPAT1	LPAAT-alpha
AGPAT2	LPAAT-beta
AGPAT2	BSCL
AGPAT3	LPAAT-gamma
AGPAT3	LPAAT3
AGPAT4	LPAAT-delta
AGPAT4	dJ473J16.2
AGPAT4-IT1	FLJ23112
AGPAT4-IT1	C6orf59
AGPAT4-IT1	NCRNA00241
AGPAT5	FLJ11210
AGPAT5	LPAAT-e
AGPAT5	LPAAT-epsilon
AGPAT5P1	
AGPS	ADHAPS
AGPS	ADAS
AGPS	ALDHPSY
AGPS	ADPS
AGPS	ADAP-S
AGR2	XAG-2
AGR2	HAG-2
AGR2	AG2
AGR2	PDIA17
AGR3	HAG3
AGR3	hAG-3
AGR3	BCMP11
AGR3	PDIA18
AGRN	AGRIN
AGRP	Agrt
AGRP	ART
AGRP	ASIP2
AGT	SERPINA8
AGTPBP1	KIAA1035
AGTPBP1	Nna1
AGTPBP1	CCP1
AGTR1	AT1
AGTR1	AT2R1
AGTR1	AGTR1A
AGTR1	AT2R1A
AGTR1	HAT1R
AGTR1	AG2S
AGTR1	AT2R1B
AGTR1	AT1B
AGTR1	AGTR1B
AGTR2	AT2
AGTR2	MRX88
AGTRAP	ATRAP
AGXT	AGXT1
AGXT	PH1
AGXT	AGT
AGXT	SPT
AGXT	AGT1
AGXT	SPAT
AGXT2	AGT2
AHCTF1	ELYS
AHCTF1P1	ELYS-like
AHCTF1P1	AHCTF1P
AHCY	SAHH
AHCYL1	XPVKONA
AHCYL1	IRBIT
AHCYL1	PPP1R78
AHCYL2	KIAA0828
AHCYL2	long-IRBIT
AHCYL2	IRBIT2
AHCYP1	
AHCYP2	
AHCYP3	
AHCYP4	
AHCYP5	
AHCYP6	
AHCYP7	
AHCYP8	
AHDC1	DJ159A19.3
AHDC1	RP1-159A19.1
AHI1	FLJ20069
AHI1	ORF1
AHI1	JBTS3
AHNAK	MGC5395
AHNAK2	C14orf78
AHR	bHLHe76
AHRR	KIAA1234
AHRR	bHLHe77
AHRR	AHH
AHRR	AHHR
AHSA1	p38
AHSA1	Aha1
AHSA1	hAha1
AHSA1	C14orf3
AHSA2P	DKFZp564C236
AHSA2P	Hch1
AHSA2P	AHA1
AHSA2P	AHSA2
AHSG	FETUA
AHSG	A2HS
AHSG	HSGA
AHSP	EDRF
AHSP	ERAF
AICDA	HIGM2
AICDA	CDA2
AICDA	ARP2
AICDA	AID
AIDA	FLJ12806
AIDA	C1orf80
AIDAP1	
AIDAP2	
AIDAP3	
AIF1	IRT-1
AIF1	AIF-1
AIF1	Em:AF129756.17
AIF1	IBA1
AIF1L	IBA2
AIF1L	FLJ12783
AIF1L	C9orf58
AIFM1	AIF
AIFM1	CMTX4
AIFM1	DFNX5
AIFM1	PDCD8
AIFM1	NAMSD
AIFM1	AUNX1
AIFM1P1	
AIFM2	FLJ14497
AIFM2	PRG3
AIFM2	AMID
AIFM3	AIFL
AIFM3	FLJ30473
AIG1	dJ95L4.1
AIG1	AIG-1
AIG1	FLJ10485
AIG1P1	
AIM2	PYHIN4
AIMP1	EMAPII
AIMP1	EMAP-2
AIMP1	p43
AIMP1	SCYE1
AIMP1P1	bA400P21.1
AIMP1P1	SCYE1P
AIMP1P2	
AIMP2	p38
AIMP2	PRO0992
AIMP2	JTV-1
AIMP2	JTV1
AIP	XAP2
AIP	ARA9
AIP	FKBP16
AIP	FKBP37
AIPL1	LCA4
AIRE	PGA1
AIRE	APS1
AIRE	APECED
AIRN	AIR
AIRN	NCRNA00088
AIRN	IGF2RAS
AIRN	IGF2R-AS1
AJAP1	SHREW1
AJAP1	SHREW-1
AJAP1	MOT8
AJM1	ajm-1
AJM1	C9orf172
AJUBA	MGC15563
AJUBA	JUB
AK1	
AK2	
AK2P1	AK2B
AK2P2	
AK3	AKL3L1
AK3	AK6
AK3	AK3L1
AK3P2	HsT26053
AK3P3	
AK3P4	
AK3P5	
AK3P6	
AK4	AK3
AK4	AK3L1
AK4P1	AK3P1
AK4P2	
AK4P3	AK3L2P
AK4P3	AK3L2
AK4P4	
AK4P5	
AK4P6	
AK5	
AK6	CINAP
AK6P1	
AK6P2	
AK7	FLJ32864
AK7	FAP75
AK7	CFAP75
AK8	FLJ32704
AK8	C9orf98
AK9	FLJ42177
AK9	FLJ25791
AK9	dJ70A9.1
AK9	MGC26954
AK9	C6orf224
AK9	AKD2
AK9	C6orf199
AK9	AKD1
AKAIN1	C18orf42
AKAP1	AKAP121
AKAP1	AKAP149
AKAP1	SAKAP84
AKAP1	S-AKAP84
AKAP1	AKAP84
AKAP1	D-AKAP1
AKAP1	PPP1R43
AKAP1	TDRD17
AKAP1	PRKA1
AKAP1-DT	
AKAP10	D-AKAP2
AKAP10	PRKA10
AKAP10	MGC9414
AKAP11	KIAA0629
AKAP11	AKAP220
AKAP11	PRKA11
AKAP11	FLJ11304
AKAP11	DKFZp781I12161
AKAP11	PPP1R44
AKAP12	AKAP250
AKAP12	SSeCKS
AKAP13	Ht31
AKAP13	BRX
AKAP13	AKAP-Lbc
AKAP13	c-lbc
AKAP13	PROTO-LB
AKAP13	HA-3
AKAP13	ARHGEF13
AKAP13	LBC
AKAP14	AKAP28
AKAP17A	XE7
AKAP17A	XE7Y
AKAP17A	DXYS155E
AKAP17A	MGC39904
AKAP17A	721P
AKAP17A	CCDC133
AKAP17A	CXYorf3
AKAP17A	SFRS17A
AKAP17BP	AKAP16B
AKAP17BP	AKAP16BP
AKAP2	AKAP-KL
AKAP2	KIAA0920
AKAP2	DKFZp564L0716
AKAP2	MISP2
AKAP2	PRKA2
AKAP3	FSP95
AKAP3	SOB1
AKAP3	AKAP110
AKAP3	CT82
AKAP4	p82
AKAP4	hAKAP82
AKAP4	AKAP82
AKAP4	Fsc1
AKAP4	HI
AKAP4	CT99
AKAP5	AKAP75
AKAP5	AKAP79
AKAP6	KIAA0311
AKAP6	mAKAP
AKAP6	AKAP100
AKAP6	PRKA6
AKAP6	ADAP6
AKAP7	AKAP18
AKAP7	AKAP15
AKAP8	AKAP95
AKAP8	DKFZp586B1222
AKAP8L	NAKAP95
AKAP8L	HAP95
AKAP8P1	
AKAP9	KIAA0803
AKAP9	AKAP350
AKAP9	AKAP450
AKAP9	CG-NAP
AKAP9	YOTIAO
AKAP9	HYPERION
AKAP9	PRKA9
AKAP9	MU-RMS-40.16A
AKAP9	PPP1R45
AKAP9	LQT11
AKIP1	BCA3
AKIP1	C11orf17
AKIRIN1	FLJ12666
AKIRIN1	C1orf108
AKIRIN1P1	
AKIRIN1P2	
AKIRIN2	FLJ10342
AKIRIN2	dJ486L4.2
AKIRIN2	C6orf166
AKIRIN2P1	
AKNA	KIAA1968
AKNAD1	MGC26989
AKNAD1	C1orf62
AKR1A1	ALR
AKR1A1	DD3
AKR1B1	AR
AKR1B1	ALDR1
AKR1B10	AKR1B12
AKR1B10	ARL-1
AKR1B10	HIS
AKR1B10	ARL1
AKR1B10	HSI
AKR1B10	ALDRLn
AKR1B10	AKR1B11
AKR1B10P1	
AKR1B10P2	
AKR1B15	
AKR1B1P1	ALDRL1
AKR1B1P2	ALDRP
AKR1B1P3	ALDRL3
AKR1B1P4	ALDRL4
AKR1B1P5	AKR1B1P
AKR1B1P6	
AKR1B1P7	
AKR1B1P8	
AKR1C1	DDH
AKR1C1	MBAB
AKR1C1	DD1
AKR1C1	HAKRC
AKR1C1	DDH1
AKR1C2	DD
AKR1C2	BABP
AKR1C2	DD2
AKR1C2	HAKRD
AKR1C2	MCDR2
AKR1C2	DDH2
AKR1C2	TDD
AKR1C3	KIAA0119
AKR1C3	DDX
AKR1C3	HAKRB
AKR1C3	PGFS
AKR1C3	HSD17B5
AKR1C4	DD4
AKR1C4	HAKRA
AKR1C4	C11
AKR1C4	3-alpha-HSD
AKR1C4	CDR
AKR1C4	MGC22581
AKR1C4	CHDR
AKR1C5P	
AKR1C6P	TAKR
AKR1C7P	
AKR1C8P	AKR1CL1
AKR1D1	SRD5B1
AKR1D1P1	SRD5BP1
AKR1D1P1	AKR1D1P
AKR1E2	MGC10612
AKR1E2	HTSP1
AKR1E2	htAKR
AKR1E2	AKRDC1
AKR1E2	AKR1CL2
AKR7A2	AFAR
AKR7A2P1	AFARP1
AKR7A2P2	
AKR7A3	
AKR7L	AFAR3
AKT1	RAC
AKT1	PKB
AKT1	PRKBA
AKT1	AKT
AKT1	RAC-alpha
AKT1S1	PRAS40
AKT1S1	MGC2865
AKT1S1	Lobe
AKT2	PKBβ
AKT3	PKBG
AKT3	RAC-gamma
AKT3	PRKBG
AKT3-IT1	
AKTIP	FLJ13258
AKTIP	FTS
ALAD	ALADH
ALAD	PBGS
ALAS1	ALAS3
ALAS1	ALAS
ALAS2	ASB
ALB	
ALCAM	CD166
ALCAM	MEMD
ALDH16A1	MGC10204
ALDH18A1	P5CS
ALDH18A1	GSAS
ALDH18A1	PYCS
ALDH18A1	SPG9
ALDH1A1	RALDH1
ALDH1A1	PUMB1
ALDH1A1	ALDH1
ALDH1A2	RALDH2
ALDH1A2-AS1	
ALDH1A3	RALDH3
ALDH1A3	ALDH6
ALDH1A3-AS1	
ALDH1B1	ALDHX
ALDH1B1	ALDH5
ALDH1L1	10-fTHF
ALDH1L1	FDH
ALDH1L1	FTHFD
ALDH1L1-AS1	
ALDH1L1-AS2	
ALDH1L2	FLJ38508
ALDH1L2	mtFDH
ALDH2	
ALDH3A1	ALDH3
ALDH3A2	FALDH
ALDH3A2	SLS
ALDH3A2	ALDH10
ALDH3B1	ALDH7
ALDH3B2	ALDH8
ALDH4A1	P5CDh
ALDH4A1	ALDH4
ALDH5A1	SSADH
ALDH5A1	SSDH
ALDH6A1	MMSDH
ALDH7A1	EPD
ALDH7A1	PDE
ALDH7A1	ATQ1
ALDH7A1P1	ATQL1
ALDH7A1P2	ATQL2
ALDH7A1P3	ATQL3
ALDH7A1P4	ATQL4
ALDH8A1	ALDH12
ALDH9A1	E3
ALDH9A1	ALDH7
ALDH9A1	ALDH4
ALDH9A1	ALDH9
ALDOA	
ALDOAP1	
ALDOAP2	
ALDOB	
ALDOC	
ALG1	HMT-1
ALG1	HMAT1
ALG1	CDG1K
ALG1	Mat-1
ALG10	FLJ14751
ALG10	DIE2
ALG10	ALG10A
ALG10B	KCR1
ALG11	KIAA0266
ALG11	CDG1P
ALG12	ECM39
ALG12	CDG1G
ALG13	MDS031
ALG13	YGL047W
ALG13	FLJ23018
ALG13	TDRD13
ALG13	CDG1S
ALG13	GLT28D1
ALG13	CXorf45
ALG13-AS1	
ALG14	MGC19780
ALG14-AS1	
ALG1L	ALG1L1
ALG1L10P	
ALG1L11P	
ALG1L12P	
ALG1L13P	
ALG1L14P	
ALG1L15P	
ALG1L2	
ALG1L3P	
ALG1L5P	
ALG1L6P	
ALG1L7P	
ALG1L8P	
ALG1L9P	
ALG2	CDGIi
ALG2	FLJ14511
ALG2	hALPG2
ALG2	NET38
ALG2	CDG1I
ALG3	NOT56L
ALG3	Not56
ALG3	CDGS4
ALG3	D16Ertd36e
ALG3P1	
ALG5	bA421P11.2
ALG6	
ALG8	MGC2840
ALG9	DIBD1
ALG9-IT1	
ALK	CD246
ALKAL1	UNQ9433
ALKAL1	AUGB
ALKAL1	FAM150A
ALKAL2	AUGA
ALKAL2	FAM150B
ALKBH1	hABH
ALKBH1	alkB
ALKBH1	ABH
ALKBH1	ALKBH
ALKBH2	MGC90512
ALKBH2	ABH2
ALKBH3	DEPC-1
ALKBH3-AS1	
ALKBH4	FLJ20013
ALKBH5	FLJ20308
ALKBH5	OFOXD1
ALKBH6	MGC15677
ALKBH7	MGC10974
ALKBH7	SPATA11
ALKBH8	MGC10235
ALKBH8	TRM9
ALKBH8	TRMT9A
ALLC	ALC
ALMS1	KIAA0328
ALMS1-IT1	
ALMS1P1	ALMS1L
ALMS1P1	ALMS1P
ALOX12	12S-LOX
ALOX12-AS1	
ALOX12B	12R-LOX
ALOX12P1	ALOX12P
ALOX12P2	
ALOX15	15-LOX-1
ALOX15B	15-LOX-2
ALOX15P1	ALOX15P
ALOX15P2	
ALOX5	5-LOX
ALOX5AP	FLAP
ALOXE3	eLOX3
ALOXE3	E-LOX
ALOXE3P1	
ALPG	GCAP
ALPG	ALPPL2
ALPI	IAP
ALPK1	Lak
ALPK1	FLJ22670
ALPK1	KIAA1527
ALPK2	HAK
ALPK3	MAK
ALPK3	KIAA1330
ALPK3	Midori
ALPL	TNSALP
ALPL	TNALP
ALPL	TNAP
ALPL	HOPS
ALPP	PALP
ALPP	PLAP
ALPPP	
ALS2	ALS2CR6
ALS2CL	FLJ36525
ALS2CL	RN49018
ALS2CL	DKFZp686I0110
ALX1	CART1
ALX3	FND
ALX4	FPP
ALX4	PFM
ALX4	KIAA1788
ALX4	PFM2
ALYREF	ALY
ALYREF	BEF
ALYREF	ALY/REF
ALYREF	REF
ALYREF	THOC4
AMACR	RACE
AMACR	P504S
AMBN	
AMBP	UTI
AMBP	HCP
AMBP	EDC1
AMBP	HI30
AMBP	IATIL
AMBP	ITILC
AMBP	ITI
AMBP	ITIL
AMBRA1	FLJ20294
AMBRA1	KIAA1736
AMBRA1	WDR94
AMBRA1	DCAF3
AMD1	SAMDC
AMD1P1	
AMD1P2	AMDPX
AMD1P2	AMDPY
AMD1P2	AMD2
AMD1P2	AMD
AMD1P2	AMDP1
AMD1P3	
AMD1P4	
AMDHD1	MGC35366
AMDHD2	CGI-14
AMELX	AMG
AMELX	AIH1
AMELY	AMGL
AMER1	RP11-403E24.2
AMER1	FLJ39827
AMER1	WTX
AMER1	FAM123B
AMER2	FLJ25477
AMER2	FAM123A
AMER3	FLJ38377
AMER3	FAM123C
AMFR	RNF45
AMFR	gp78
AMH	MIS
AMHR2	MISR2
AMHR2	MISRII
AMIGO1	AMIGO
AMIGO1	KIAA1163
AMIGO2	ALI1
AMIGO2	DEGA
AMIGO3	
AMLCR2	
AMMECR1	
AMMECR1-IT1	
AMMECR1L	MGC4268
AMMECR1LP1	
AMN	amnionless
AMN1	
AMOT	KIAA1071
AMOTL1	JEAP
AMOTL2	LCCP
AMPD1	MAD
AMPD1	MADA
AMPD2	SPG63
AMPD3	
AMPH	
AMT	GCST
AMT	NKH
AMTN	UNQ689
AMTN	RSTI689
AMY1A	AMY1
AMY1B	AMY1
AMY1C	AMY1
AMY2A	AMY2
AMY2B	AMY2
AMYP1	AMY2P
AMZ1	KIAA1950
AMZ2	
AMZ2P1	FLJ32065
AMZ2P2	
AMZ2P3	
ANAPC1	MCPR
ANAPC1	TSG24
ANAPC1	APC1
ANAPC10	APC10
ANAPC10	DOC1
ANAPC10	DKFZP564L0562
ANAPC10P1	ANAPC10P
ANAPC11	HSPC214
ANAPC11	APC11
ANAPC11	Apc11p
ANAPC11	MGC882
ANAPC13	SWM1
ANAPC13	APC13
ANAPC13	DKFZP566D193
ANAPC15	HSPC020
ANAPC15	DKFZP564M082
ANAPC15	APC15
ANAPC15	C11orf51
ANAPC15P1	
ANAPC15P2	
ANAPC16	bA570G20.3
ANAPC16	FLJ33728
ANAPC16	APC16
ANAPC16	CENP-27
ANAPC16	C10orf104
ANAPC1P1	
ANAPC1P2	
ANAPC1P3	
ANAPC1P4	
ANAPC1P5	
ANAPC1P6	
ANAPC2	APC2
ANAPC2	KIAA1406
ANAPC4	APC4
ANAPC5	APC5
ANAPC7	APC7
ANCR	
ANG	RNASE5
ANG	RAA1
ANGEL1	Ccr4e
ANGEL1	KIAA0759
ANGEL2	KIAA0759L
ANGEL2	FLJ12793
ANGEL2	Ccr4d
ANGPT1	KIAA0003
ANGPT1	Ang1
ANGPT2	Ang2
ANGPT4	
ANGPTL1	ANG3
ANGPTL1	AngY
ANGPTL1	ARP1
ANGPTL1	ANGPT3
ANGPTL2	ARP2
ANGPTL2	HARP
ANGPTL3	ANGPT5
ANGPTL4	pp1158
ANGPTL4	PGAR
ANGPTL4	ARP4
ANGPTL4	HFARP
ANGPTL4	FIAF
ANGPTL4	NL2
ANGPTL5	
ANGPTL6	ARP5
ANGPTL6	AGF
ANGPTL7	CDT6
ANGPTL7	AngX
ANGPTL8	TD26
ANGPTL8	RIFL
ANGPTL8	C19orf80
ANHX	
ANK1	SPH1
ANK1	ANK
ANK2	FAP87
ANK2	CFAP87
ANK2	LQT4
ANK2-AS1	
ANK3	
ANK3-DT	
ANKAR	FLJ25415
ANKDD1A	FLJ25870
ANKDD1B	
ANKEF1	FLJ21669
ANKEF1	dJ839B4.6
ANKEF1	ANKRD5
ANKFN1	FLJ38335
ANKFY1	ANKHZN
ANKFY1	KIAA1255
ANKFY1	ZFYVE14
ANKFY1	BTBD23
ANKFY1	RANK-5
ANKH	HANK
ANKH	ANK
ANKH	CPPDD
ANKH	SLC62A1
ANKH	CCAL2
ANKH	CMDJ
ANKH-DT	
ANKHD1	MASK
ANKHD1	FLJ20288
ANKHD1	FLJ11979
ANKHD1	FLJ10042
ANKHD1	FLJ14127
ANKHD1	KIAA1085
ANKHD1	MASK1
ANKHD1-EIF4EBP3	MASK-BP3
ANKIB1	DKFZP434A0225
ANKIB1	KIAA1386
ANKK1	X-kinase
ANKLE1	FLJ39369
ANKLE1	LEMD6
ANKLE1	ANKRD41
ANKLE2	LEMD7
ANKLE2	Lem4
ANKLE2	KIAA0692
ANKMY1	FLJ20499
ANKMY1	ZMYND13
ANKMY2	DKFZP564O043
ANKMY2	ZMYND20
ANKRA2	
ANKRD1	C-193
ANKRD1	ALRP
ANKRD1	CARP
ANKRD1	CVARP
ANKRD1	MCARP
ANKRD10	FLJ20093
ANKRD10-IT1	
ANKRD11	LZ16
ANKRD11	T13
ANKRD11P1	
ANKRD11P2	
ANKRD12	KIAA0874
ANKRD12	FLJ20053
ANKRD12	GAC-1
ANKRD13A	NY-REN-25
ANKRD13A	ANKRD13
ANKRD13B	FLJ25555
ANKRD13C	DKFZP566D1346
ANKRD13C	dJ677H15.3
ANKRD13D	
ANKRD16	DKFZP434N1511
ANKRD17	GTAR
ANKRD17	KIAA0697
ANKRD17	FLJ22206
ANKRD17	NY-BR-16
ANKRD17	MASK2
ANKRD18A	KIAA2015
ANKRD18A	FLJ35740
ANKRD18B	bA255A11.3
ANKRD18CP	
ANKRD18DP	
ANKRD18EP	
ANKRD19P	FLJ36178
ANKRD19P	ANKRD19
ANKRD2	ARPP
ANKRD20A1	DKFZp434A171
ANKRD20A1	ANKRD20A
ANKRD20A10P	ANKRD20A4P1
ANKRD20A11P	C21orf81
ANKRD20A12P	
ANKRD20A13P	
ANKRD20A14P	
ANKRD20A15P	
ANKRD20A16P	
ANKRD20A17P	
ANKRD20A18P	C21orf126
ANKRD20A19P	
ANKRD20A20P	CCDC29
ANKRD20A21P	
ANKRD20A2P	ANKRD20A2
ANKRD20A3P	ANKRD20A3
ANKRD20A4P	OTTHUMG00000066855
ANKRD20A4P	ANKRD20A4
ANKRD20A5P	MGC26718
ANKRD20A5P	ANKRD20A5
ANKRD20A6P	
ANKRD20A7P	
ANKRD20A8P	ANKRD20B
ANKRD20A9P	
ANKRD22	MGC22805
ANKRD23	DARP
ANKRD23	FLJ32449
ANKRD23	MARP3
ANKRD24	KIAA1981
ANKRD26	KIAA1074
ANKRD26	THC2
ANKRD26P1	FLJ43980
ANKRD26P2	
ANKRD26P3	LINC00414
ANKRD26P4	
ANKRD27	FLJ00040
ANKRD27	DKFZp434L0718
ANKRD27	VARP
ANKRD28	KIAA0379
ANKRD28	PITK
ANKRD28	PP6-ARS-A
ANKRD28	PPP1R65
ANKRD28	FAP79
ANKRD28	CFAP79
ANKRD29	FLJ25053
ANKRD30A	NY-BR-1
ANKRD30B	NY-BR-1.1
ANKRD30BL	NCRNA00164
ANKRD30BL	ANKRD30BP3
ANKRD30BP1	PRED4
ANKRD30BP1	C21orf110
ANKRD30BP1	ANKRD30BP
ANKRD30BP2	CT85
ANKRD30BP2	CTSP-1
ANKRD30BP2	C21orf99
ANKRD30BP3	
ANKRD31	FLJ40191
ANKRD33	DKFZp686O1689
ANKRD33	PANKY
ANKRD33	C12orf7
ANKRD33B	
ANKRD33B-AS1	
ANKRD34A	ANKRD34
ANKRD34B	DP58
ANKRD34C	
ANKRD34C-AS1	
ANKRD35	FLJ25124
ANKRD36	UNQ2430
ANKRD36B	FLJ21281
ANKRD36B	KIAA1641
ANKRD36BP1	MGC12538
ANKRD36BP1	ANKRD26L1
ANKRD36BP1	ANKRD36BL1
ANKRD36BP2	
ANKRD36C	DKFZp667P0924
ANKRD36P1	
ANKRD37	Lrp2bp
ANKRD39	MGC41816
ANKRD40	MGC15396
ANKRD40CL	FLJ20694
ANKRD40CL	C17orf73
ANKRD40CL	LINC00483
ANKRD42	FLJ37874
ANKRD42	SARP
ANKRD42	PPP1R79
ANKRD44	PP6-ARS-B
ANKRD44-AS1	
ANKRD44-IT1	
ANKRD45	FLJ45235
ANKRD45	CT117
ANKRD46	
ANKRD49	FLJ20189
ANKRD49	FGIF
ANKRD49	GBIF
ANKRD49P1	
ANKRD49P2	
ANKRD49P3	
ANKRD49P4	
ANKRD50	KIAA1223
ANKRD52	FLJ34236
ANKRD52	PP6-ARS-C
ANKRD53	FLJ12056
ANKRD53	FLJ36160
ANKRD54	LIAR
ANKRD54P1	
ANKRD55	FLJ11795
ANKRD6	KIAA0957
ANKRD60	bA196N14.3
ANKRD60	C20orf86
ANKRD61	
ANKRD62	DKFZp779B1634
ANKRD62P1	
ANKRD62P1-PARP4P3	VWFP1-ANKRD62P1-PARP4P3
ANKRD63	
ANKRD65	
ANKRD66	
ANKRD7	TSA806
ANKRD9	
ANKS1A	KIAA0229
ANKS1A	ANKS1
ANKS1B	EB-1
ANKS1B	AIDA-1
ANKS1B	cajalin-2
ANKS1B	ANKS2
ANKS3	KIAA1977
ANKS3	FLJ32345
ANKS3	FLJ32767
ANKS4B	FLJ38819
ANKS4B	HARP
ANKS6	FLJ36928
ANKS6	NPHP16
ANKS6	SAMD6
ANKS6	ANKRD14
ANKUB1	C3orf16
ANKZF1	FLJ10415
ANKZF1	ZNF744
ANKZF1	Vms1
ANLN	ANILLIN
ANLN	Scraps
ANLN	scra
ANO1	TAOS2
ANO1	FLJ10261
ANO1	DOG1
ANO1	ORAOV2
ANO1	TMEM16A
ANO1-AS1	
ANO10	FLJ10375
ANO10	MGC47890
ANO10	SCAR10
ANO10	TMEM16K
ANO2	C12orf3
ANO2	TMEM16B
ANO3	GENX-3947
ANO3	DYT23
ANO3	C11orf25
ANO3	TMEM16C
ANO3-AS1	
ANO4	FLJ34221
ANO4	FLJ34272
ANO4	FLJ35277
ANO4	TMEM16D
ANO5	GDD1
ANO5	TMEM16E
ANO5	LGMD2L
ANO6	DKFZp313M0720
ANO6	TMEM16F
ANO7	NGEP
ANO7	PCANAP5L
ANO7	IPCA-5
ANO7	PCANAP5
ANO7	TMEM16G
ANO7L1	TMEM16M
ANO7L1	C1orf224
ANO7L1	ANO7P1
ANO8	KIAA1623
ANO8	TMEM16H
ANO9	PIG5
ANO9	TP53I5
ANO9	TMEM16J
ANOS1	KALIG-1
ANOS1	WFDC19
ANOS1	KAL
ANOS1	ADMLX
ANOS1	KAL1
ANOS2P	KAL-Y
ANOS2P	ADMLY
ANOS2P	KALP
ANP32A	LANP
ANP32A	PP32
ANP32A	I1PP2A
ANP32A	PHAPI
ANP32A	MAPM
ANP32A	mapmodulin
ANP32A	C15orf1
ANP32A-IT1	FLJ11722
ANP32A-IT1	HsT18971
ANP32A-IT1	C15orf28
ANP32A-IT1	NCRNA00321
ANP32AP1	
ANP32B	SSP29
ANP32B	PHAPI2
ANP32B	APRIL
ANP32BP1	
ANP32BP2	
ANP32BP3	
ANP32C	PP32R1
ANP32D	PP32R2
ANP32E	LANPL
ANP32E	MGC5350
ANP32E	LANP-L
ANPEP	LAP1
ANPEP	gp150
ANPEP	p150
ANPEP	CD13
ANPEP	PEPN
ANTKMT	MGC2494
ANTKMT	C16orf24
ANTKMT	FAM173A
ANTXR1	TEM8
ANTXR1	FLJ21776
ANTXR1	FLJ10601
ANTXR1	ATR
ANTXR2	CMG2
ANTXR2	CMG-2
ANTXR2	FLJ31074
ANTXRL	
ANTXRLP1	
ANXA1	ANX1
ANXA1	LPC1
ANXA10	ANX14
ANXA11	ANX11
ANXA13	ANX13
ANXA2	LIP2
ANXA2	ANX2
